id,Incident Date,State,Population,City Or County,County name,Longitude,url,FIPS,Official Name County,zipcode,Latitude,County Names,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
1807325,2020-09-28T00:00:00Z,Michigan,10037261,Detroit,"[{""place_id"":323480990,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":134591,""lat"":""42.3315509"",""lon"":""-83.0466403"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7234767315422267,""addresstype"":""city"",""name"":""Detroit"",""display_name"":""Detroit, Wayne County, Michigan, United States"",""boundingbox"":[""42.2551920"",""42.4503959"",""-83.2879590"",""-82.9104391""]}]",-83.0466403,"https://api.opencagedata.com/geocode/v1/json?q=42.3315509,-83.0466403&key=cc0b782574474187b09e86aaed6bd5af",26163,Wayne,48226,42.3315509,Wayne County,6609 Michigan Ave,0,6,0,0,0
1806806,2020-09-27T00:00:00Z,Ohio,11785935,Sandusky,"[{""place_id"":324146561,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":911303,""lat"":""41.2951563"",""lon"":""-83.1555438"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.513391679958487,""addresstype"":""county"",""name"":""Sandusky County"",""display_name"":""Sandusky County, Ohio, United States"",""boundingbox"":[""41.2528780"",""41.5011890"",""-83.4200590"",""-82.8402250""]},{""place_id"":321499007,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":182192,""lat"":""41.4561002"",""lon"":""-82.7115813"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4594165999071767,""addresstype"":""town"",""name"":""Sandusky"",""display_name"":""Sandusky, Erie County, Ohio, 44870, United States"",""boundingbox"":[""41.4166310"",""41.4993620"",""-82.7865380"",""-82.6177230""]}]",-83.1555438,"https://api.opencagedata.com/geocode/v1/json?q=41.2951563,-83.1555438&key=cc0b782574474187b09e86aaed6bd5af",39143,Sandusky,43420,41.2951563,Ohio,Hancock St and Neil St,1,3,0,0,1
1808628,2020-09-27T00:00:00Z,California,38965193,San Bernardino,"[{""place_id"":278821815,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":396509,""lat"":""34.8253019"",""lon"":""-116.0833144"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.6062067831569095,""addresstype"":""county"",""name"":""San Bernardino County"",""display_name"":""San Bernardino County, California, United States"",""boundingbox"":[""33.8709844"",""35.8092552"",""-117.8025491"",""-114.1307816""]},{""place_id"":277599711,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":253639,""lat"":""34.1081621"",""lon"":""-117.28946"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5980728279358789,""addresstype"":""city"",""name"":""San Bernardino"",""display_name"":""San Bernardino, San Bernardino County, California, United States"",""boundingbox"":[""34.0502734"",""34.2424938"",""-117.4428230"",""-117.1649720""]}]",-116.0833144,"https://api.opencagedata.com/geocode/v1/json?q=34.8253019,-116.0833144&key=cc0b782574474187b09e86aaed6bd5af",06071,San Bernardino,,34.8253019,California,900 block of N Sierra Way,1,3,0,0,0
1807096,2020-09-27T00:00:00Z,Tennessee,7126489,Nashville,"[{""place_id"":292543092,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":197472,""lat"":""36.1622767"",""lon"":""-86.7742984"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6981518794568238,""addresstype"":""city"",""name"":""Nashville-Davidson"",""display_name"":""Nashville-Davidson, Davidson County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""35.9677850"",""36.4054960"",""-87.0547660"",""-86.5155880""]}]",-86.7742984,"https://api.opencagedata.com/geocode/v1/json?q=36.1622767,-86.7742984&key=cc0b782574474187b09e86aaed6bd5af",47037,Davidson,37201,36.1622767,Davidson County,619 Millwood Dr,0,4,0,0,1
1807046,2020-09-26T00:00:00Z,Pennsylvania,12961683,Philadelphia,"[{""place_id"":313758426,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]},{""place_id"":375597066,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":417845,""lat"":""40.0114538"",""lon"":""-75.1326504"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5654627750968936,""addresstype"":""county"",""name"":""Philadelphia County"",""display_name"":""Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",-75.1635262,"https://api.opencagedata.com/geocode/v1/json?q=39.9527237,-75.1635262&key=cc0b782574474187b09e86aaed6bd5af",42101,Philadelphia,19107,39.9527237,Philadelphia County,100 block of N Lindenwood St,0,4,0,0,0
1806035,2020-09-26T00:00:00Z,Alabama,5108468,Enterprise,"[{""place_id"":264208471,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":110705,""lat"":""31.3151708"",""lon"":""-85.8552161"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.45142589160696794,""addresstype"":""town"",""name"":""Enterprise"",""display_name"":""Enterprise, Coffee County, Alabama, United States"",""boundingbox"":[""31.2651286"",""31.3865875"",""-85.8961956"",""-85.7777939""]},{""place_id"":297455135,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":153474555,""lat"":""32.7348509"",""lon"":""-86.6180364"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.25000999999999995,""addresstype"":""hamlet"",""name"":""Enterprise"",""display_name"":""Enterprise, Chilton County, Alabama, United States"",""boundingbox"":[""32.7148509"",""32.7548509"",""-86.6380364"",""-86.5980364""]}]",-85.8552161,"https://api.opencagedata.com/geocode/v1/json?q=31.3151708,-85.8552161&key=cc0b782574474187b09e86aaed6bd5af",01031,Coffee,36330,31.3151708,Coffee County,507 Glover Ave,1,3,0,0,0
1806002,2020-09-26T00:00:00Z,Iowa,3207004,Waterloo,"[{""place_id"":324864317,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":129219,""lat"":""42.498275"",""lon"":""-92.3328743"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5148315488143952,""addresstype"":""city"",""name"":""Waterloo"",""display_name"":""Waterloo, Black Hawk County, Iowa, United States"",""boundingbox"":[""42.4211576"",""42.5704868"",""-92.4368211"",""-92.2488646""]}]",-92.3328743,"https://api.opencagedata.com/geocode/v1/json?q=42.498275,-92.3328743&key=cc0b782574474187b09e86aaed6bd5af",19013,Black Hawk,50703,42.498275,Black Hawk County,501 W 4th St,2,6,0,0,1
1805722,2020-09-26T00:00:00Z,Illinois,12549689,Chicago,"[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",-87.6244212,"https://api.opencagedata.com/geocode/v1/json?q=41.8755616,-87.6244212&key=cc0b782574474187b09e86aaed6bd5af",17031,Cook,60605,41.8755616,Cook County,2400 block of W Lithuanian Plaza Ct,0,4,0,0,0
1806368,2020-09-26T00:00:00Z,Missouri,6196156,Saint Louis,"[{""place_id"":291758705,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":1180533,""lat"":""38.6280278"",""lon"":""-90.1910154"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.7078550940195126,""addresstype"":""independent_city"",""name"":""Saint Louis"",""display_name"":""Saint Louis, Missouri, United States"",""boundingbox"":[""38.5323215"",""38.7743018"",""-90.3206525"",""-90.1641941""]}]",-90.1910154,"https://api.opencagedata.com/geocode/v1/json?q=38.6280278,-90.1910154&key=cc0b782574474187b09e86aaed6bd5af",,,63101,38.6280278,Missouri,4700 block of Vernon Ave,0,5,0,0,0
1806500,2020-09-25T00:00:00Z,Pennsylvania,12961683,Philadelphia,"[{""place_id"":313758426,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]},{""place_id"":375597066,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":417845,""lat"":""40.0114538"",""lon"":""-75.1326504"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5654627750968936,""addresstype"":""county"",""name"":""Philadelphia County"",""display_name"":""Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",-75.1635262,"https://api.opencagedata.com/geocode/v1/json?q=39.9527237,-75.1635262&key=cc0b782574474187b09e86aaed6bd5af",42101,Philadelphia,19107,39.9527237,Philadelphia County,1300 block of Sanger St,0,4,0,0,0
1804511,2020-09-23T00:00:00Z,Georgia,11029227,Hampton,"[{""place_id"":298140610,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":119888,""lat"":""33.3870578"",""lon"":""-84.2829784"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.42199353405961754,""addresstype"":""village"",""name"":""Hampton"",""display_name"":""Hampton, Henry County, Georgia, United States"",""boundingbox"":[""33.3606900"",""33.4031350"",""-84.3119640"",""-84.2519750""]}]",-84.2829784,"https://api.opencagedata.com/geocode/v1/json?q=33.3870578,-84.2829784&key=cc0b782574474187b09e86aaed6bd5af",13151,Henry,30228,33.3870578,Henry County,1577 Glynn Ct,1,3,0,0,1
1802862,2020-09-23T00:00:00Z,Minnesota,5737915,Minneapolis,"[{""place_id"":327246225,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":136712,""lat"":""44.9772995"",""lon"":""-93.2654692"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6869168244297812,""addresstype"":""city"",""name"":""Minneapolis"",""display_name"":""Minneapolis, Hennepin County, Minnesota, United States"",""boundingbox"":[""44.8901500"",""45.0512500"",""-93.3291250"",""-93.1938590""]}]",-93.2654692,"https://api.opencagedata.com/geocode/v1/json?q=44.9772995,-93.2654692&key=cc0b782574474187b09e86aaed6bd5af",27053,Hennepin,55415,44.9772995,Hennepin County,200 W Broadway Ave,0,5,0,0,0
1800886,2020-09-21T00:00:00Z,Ohio,11785935,Struthers,"[{""place_id"":322153995,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":181998,""lat"":""41.0543573"",""lon"":""-80.5917707"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.34342522267617864,""addresstype"":""city"",""name"":""Struthers"",""display_name"":""Struthers, Mahoning County, Ohio, 44471, United States"",""boundingbox"":[""41.0308060"",""41.0662510"",""-80.6158990"",""-80.5616590""]}]",-80.5917707,"https://api.opencagedata.com/geocode/v1/json?q=41.0543573,-80.5917707&key=cc0b782574474187b09e86aaed6bd5af",39099,Mahoning,44471,41.0543573,Mahoning County,111 Perry St,1,3,0,1,3
1800549,2020-09-20T00:00:00Z,New York,19571216,Corona (Queens),"[{""place_id"":312261749,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":158810168,""lat"":""40.7469593"",""lon"":""-73.8601456"",""class"":""place"",""type"":""neighbourhood"",""place_rank"":20,""importance"":0.4063502922243443,""addresstype"":""neighbourhood"",""name"":""Corona"",""display_name"":""Corona, Queens, Queens County, City of New York, New York, 11368, United States"",""boundingbox"":[""40.7369593"",""40.7569593"",""-73.8701456"",""-73.8501456""]},{""place_id"":313359286,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":14402283,""lat"":""40.740548450000006"",""lon"":""-73.84278900425835"",""class"":""leisure"",""type"":""park"",""place_rank"":24,""importance"":0.540914562594131,""addresstype"":""park"",""name"":""Flushing Meadows-Corona Park"",""display_name"":""Flushing Meadows-Corona Park, Queens County, City of New York, New York, United States"",""boundingbox"":[""40.7145257"",""40.7667537"",""-73.8631912"",""-73.8255684""]}]",-73.8601456,"https://api.opencagedata.com/geocode/v1/json?q=40.7469593,-73.8601456&key=cc0b782574474187b09e86aaed6bd5af",36081,Queens,11368,40.7469593,Queens,Merrick Blvd and Foch Blvd,0,4,0,0,0
1800514,2020-09-20T00:00:00Z,Connecticut,3617176,Stamford,"[{""place_id"":311142257,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3306055,""lat"":""41.0534302"",""lon"":""-73.5387341"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5791574047386805,""addresstype"":""town"",""name"":""Stamford"",""display_name"":""Stamford, Western Connecticut Planning Region, Connecticut, United States"",""boundingbox"":[""40.9645138"",""41.1799290"",""-73.6339806"",""-73.4954009""]}]",-73.5387341,"https://api.opencagedata.com/geocode/v1/json?q=41.0534302,-73.5387341&key=cc0b782574474187b09e86aaed6bd5af",,,06901,41.0534302,Western Connecticut Planning Region,Ursula Pl and Dale St,1,3,0,0,1
1800026,2020-09-19T00:00:00Z,New York,19571216,Buffalo,"[{""place_id"":306585084,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":175031,""lat"":""42.8867166"",""lon"":""-78.8783922"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.6703810731120278,""addresstype"":""city"",""name"":""Buffalo"",""display_name"":""Buffalo, Erie County, New York, United States"",""boundingbox"":[""42.8260060"",""42.9664490"",""-78.9223535"",""-78.7951210""]}]",-78.8783922,"https://api.opencagedata.com/geocode/v1/json?q=42.8867166,-78.8783922&key=cc0b782574474187b09e86aaed6bd5af",36029,Erie,14202,42.8867166,Erie County,Glenwood Ave and Jefferson Ave,1,4,0,0,0
1799748,2020-09-19T00:00:00Z,Illinois,12549689,Chicago,"[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",-87.6244212,"https://api.opencagedata.com/geocode/v1/json?q=41.8755616,-87.6244212&key=cc0b782574474187b09e86aaed6bd5af",17031,Cook,60605,41.8755616,Cook County,12200 block of S May St,0,4,0,0,0
1799703,2020-09-19T00:00:00Z,Illinois,12549689,Chicago,"[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",-87.6244212,"https://api.opencagedata.com/geocode/v1/json?q=41.8755616,-87.6244212&key=cc0b782574474187b09e86aaed6bd5af",17031,Cook,60605,41.8755616,Cook County,6900 block of S Claremont Ave,0,4,0,0,0
1800188,2020-09-19T00:00:00Z,New Jersey,9290841,Plainfield,"[{""place_id"":310157218,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170502,""lat"":""40.6337136"",""lon"":""-74.4073737"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4616592996191417,""addresstype"":""city"",""name"":""Plainfield"",""display_name"":""Plainfield, Union County, New Jersey, United States"",""boundingbox"":[""40.5945020"",""40.6441910"",""-74.4633480"",""-74.3827910""]}]",-74.4073737,"https://api.opencagedata.com/geocode/v1/json?q=40.6337136,-74.4073737&key=cc0b782574474187b09e86aaed6bd5af",34039,Union,07062,40.6337136,Union County,523 W 3rd St,0,4,0,0,0
1799307,2020-09-19T00:00:00Z,New York,19571216,Rochester,"[{""place_id"":305970006,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":176069,""lat"":""43.157285"",""lon"":""-77.615214"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.5956443916868405,""addresstype"":""city"",""name"":""City of Rochester"",""display_name"":""City of Rochester, Monroe County, New York, United States"",""boundingbox"":[""43.1033600"",""43.2677292"",""-77.7015050"",""-77.5325100""]},{""place_id"":312041701,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":3175580,""lat"":""41.803611"",""lon"":""-74.263333"",""class"":""boundary"",""type"":""administrative"",""place_rank"":14,""importance"":0.33297997008024016,""addresstype"":""municipality"",""name"":""Town of Rochester"",""display_name"":""Town of Rochester, Ulster County, New York, United States"",""boundingbox"":[""41.6940980"",""41.9138900"",""-74.4274060"",""-74.1569500""]}]",-77.615214,"https://api.opencagedata.com/geocode/v1/json?q=43.157285,-77.615214&key=cc0b782574474187b09e86aaed6bd5af",36055,Monroe,14614,43.157285,Monroe County,278 Pennsylvania Ave,2,14,0,0,0
1800192,2020-09-19T00:00:00Z,New Jersey,9290841,Paterson,"[{""place_id"":311215937,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":170726,""lat"":""40.9167654"",""lon"":""-74.171811"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5228286139470003,""addresstype"":""city"",""name"":""Paterson"",""display_name"":""Paterson, Passaic County, New Jersey, United States"",""boundingbox"":[""40.8886820"",""40.9415900"",""-74.2061970"",""-74.1292330""]}]",-74.171811,"https://api.opencagedata.com/geocode/v1/json?q=40.9167654,-74.171811&key=cc0b782574474187b09e86aaed6bd5af",34031,Passaic,07505,40.9167654,Passaic County,Elizabeth St and Getty Ave,0,5,0,0,1
1800779,2020-09-19T00:00:00Z,Arkansas,3067732,West Memphis,"[{""place_id"":289926565,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111117,""lat"":""35.1464797"",""lon"":""-90.1845388"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.4591662794031617,""addresstype"":""town"",""name"":""West Memphis"",""display_name"":""West Memphis, Crittenden County, Arkansas, 72301, United States"",""boundingbox"":[""35.0875699"",""35.2087604"",""-90.2937204"",""-90.1154134""]}]",-90.1845388,"https://api.opencagedata.com/geocode/v1/json?q=35.1464797,-90.1845388&key=cc0b782574474187b09e86aaed6bd5af",05035,Crittenden,72301,35.1464797,Crittenden County,900 block of Winchell St,0,5,0,0,0
1799160,2020-09-18T00:00:00Z,Arkansas,3067732,Little Rock,"[{""place_id"":290344885,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":111147,""lat"":""34.7465071"",""lon"":""-92.2896267"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.5787380172434053,""addresstype"":""city"",""name"":""Little Rock"",""display_name"":""Little Rock, Pulaski County, Arkansas, United States"",""boundingbox"":[""34.6256657"",""34.8218226"",""-92.5215905"",""-92.1506554""]}]",-92.2896267,"https://api.opencagedata.com/geocode/v1/json?q=34.7465071,-92.2896267&key=cc0b782574474187b09e86aaed6bd5af",05119,Pulaski,72201,34.7465071,Pulaski County,5311 Mabelvale Pike,0,4,0,0,0
1797620,2020-09-16T00:00:00Z,Pennsylvania,12961683,Philadelphia,"[{""place_id"":313758426,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":188022,""lat"":""39.9527237"",""lon"":""-75.1635262"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.7664927328891414,""addresstype"":""city"",""name"":""Philadelphia"",""display_name"":""Philadelphia, Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]},{""place_id"":375597066,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":417845,""lat"":""40.0114538"",""lon"":""-75.1326504"",""class"":""boundary"",""type"":""administrative"",""place_rank"":12,""importance"":0.5654627750968936,""addresstype"":""county"",""name"":""Philadelphia County"",""display_name"":""Philadelphia County, Pennsylvania, United States"",""boundingbox"":[""39.8670050"",""40.1379593"",""-75.2802977"",""-74.9558314""]}]",-75.1635262,"https://api.opencagedata.com/geocode/v1/json?q=39.9527237,-75.1635262&key=cc0b782574474187b09e86aaed6bd5af",42101,Philadelphia,19107,39.9527237,Philadelphia County,1800 Wallace St,2,3,0,0,0
1796684,2020-09-15T00:00:00Z,California,38965193,San Jose,"[{""place_id"":281528213,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":112143,""lat"":""37.3361663"",""lon"":""-121.890591"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6734083188679881,""addresstype"":""city"",""name"":""San Jose"",""display_name"":""San Jose, Santa Clara County, California, United States"",""boundingbox"":[""37.1231596"",""37.4691477"",""-122.0460405"",""-121.5858438""]}]",-121.890591,"https://api.opencagedata.com/geocode/v1/json?q=37.3361663,-121.890591&key=cc0b782574474187b09e86aaed6bd5af",06085,Santa Clara,95113,37.3361663,Santa Clara County,600 block of S 8th St,2,4,0,0,0
1796638,2020-09-15T00:00:00Z,Illinois,12549689,Chicago,"[{""place_id"":400605856,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":122604,""lat"":""41.8755616"",""lon"":""-87.6244212"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.8027259419416765,""addresstype"":""city"",""name"":""Chicago"",""display_name"":""Chicago, Cook County, Illinois, United States"",""boundingbox"":[""41.6445310"",""42.0230396"",""-87.9400876"",""-87.5240812""]}]",-87.6244212,"https://api.opencagedata.com/geocode/v1/json?q=41.8755616,-87.6244212&key=cc0b782574474187b09e86aaed6bd5af",17031,Cook,60605,41.8755616,Cook County,3500 block of W Lawrence Ave,0,5,0,0,0
1795391,2020-09-14T00:00:00Z,Louisiana,4573749,Baker,"[{""place_id"":263913188,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":132198,""lat"":""30.5882429"",""lon"":""-91.168163"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.34902184194233404,""addresstype"":""city"",""name"":""Baker"",""display_name"":""Baker, East Baton Rouge Parish, Louisiana, 70714, United States"",""boundingbox"":[""30.5568269"",""30.6121465"",""-91.1936374"",""-91.1146989""]}]",-91.168163,"https://api.opencagedata.com/geocode/v1/json?q=30.5882429,-91.168163&key=cc0b782574474187b09e86aaed6bd5af",22033,East Baton Rouge,70714,30.5882429,East Baton Rouge Parish,Burgess Dr,0,4,0,0,1
1793826,2020-09-13T00:00:00Z,Michigan,10037261,Grand Rapids,"[{""place_id"":324102663,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""relation"",""osm_id"":134444,""lat"":""42.9632425"",""lon"":""-85.6678639"",""class"":""boundary"",""type"":""administrative"",""place_rank"":16,""importance"":0.6096209000872583,""addresstype"":""city"",""name"":""Grand Rapids"",""display_name"":""Grand Rapids, Kent County, Michigan, United States"",""boundingbox"":[""42.8836480"",""43.0290471"",""-85.7515320"",""-85.5686460""]},{""place_id"":327531691,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":153761282,""lat"":""46.7657749"",""lon"":""-89.2756983"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.25000999999999995,""addresstype"":""hamlet"",""name"":""Grand Rapids"",""display_name"":""Grand Rapids, Ontonagon Township, Ontonagon County, Michigan, United States"",""boundingbox"":[""46.7457749"",""46.7857749"",""-89.2956983"",""-89.2556983""]}]",-85.6678639,"https://api.opencagedata.com/geocode/v1/json?q=42.9632425,-85.6678639&key=cc0b782574474187b09e86aaed6bd5af",26081,Kent,49503,42.9632425,Kent County,3950 Stahl Dr SE,0,7,0,0,0
1794138,2020-09-13T00:00:00Z,Tennessee,7126489,Beechgrove,"[{""place_id"":297909529,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""node"",""osm_id"":153749641,""lat"":""35.6270164"",""lon"":""-86.2402706"",""class"":""place"",""type"":""hamlet"",""place_rank"":20,""importance"":0.2208608703737879,""addresstype"":""hamlet"",""name"":""Beechgrove"",""display_name"":""Beechgrove, Coffee County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""35.6070164"",""35.6470164"",""-86.2602706"",""-86.2202706""]},{""place_id"":298877913,""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright"",""osm_type"":""way"",""osm_id"":19601595,""lat"":""35.416263"",""lon"":""-85.498129"",""class"":""highway"",""type"":""track"",""place_rank"":26,""importance"":0.10000999999999993,""addresstype"":""road"",""name"":""Beechgrove"",""display_name"":""Beechgrove, Sequatchie County, Middle Tennessee, Tennessee, United States"",""boundingbox"":[""35.4159950"",""35.4162630"",""-85.4984340"",""-85.4981290""]}]",-86.2402706,"https://api.opencagedata.com/geocode/v1/json?q=35.6270164,-86.2402706&key=cc0b782574474187b09e86aaed6bd5af",47031,Coffee,37018,35.6270164,Coffee County,I-24 and Beech Grove Rd,2,3,1,0,0
